id,cidade,estado,sigla,codigo,gentilico,latitude,longitude,populacao,area,densidade
2408,Tangará da Serra,Mato Grosso,MT,5107958,tangaraense,-14.6197868,-57.4875563,103750,11601.1,8.9
2409,Tapurah,Mato Grosso,MT,5108006,tapuraense,-12.5392765,-56.4719928,13705,4489.39,3.1
2410,Terra Nova do Norte,Mato Grosso,MT,5108055,terra-novense,-10.4766892,-55.0493375,9667,2432.07,4.0
2411,Tesouro,Mato Grosso,MT,5108105,tesourense,-15.8629273,-53.4770359,3805,4285.71,0.9
2412,Torixoréu,Mato Grosso,MT,5108204,torixorino,-16.3964424,-52.9599661,3609,2398.21,1.5
2413,União do Sul,Mato Grosso,MT,5108303,União-sulense,-11.4587526,-54.3467152,3525,4581.91,0.8
2414,Vale de São Domingos,Mato Grosso,MT,5108352,vale-dominguenses,-14.97602,-58.96649,3127,1887.67,1.7
2415,Várzea Grande,Mato Grosso,MT,5108402,várzea-grandense,-15.646248,-56.1327131,284971,942.57,302.3
2416,Vera,Mato Grosso,MT,5108501,verense,-12.2862003,-55.2973283,11309,2953.98,3.8
2417,Vila Bela da Santíssima Trindade,Mato Grosso,MT,5105507,vila-belense,-15.0055406,-59.9477733,16128,13420.44,1.2
2418,Vila Rica,Mato Grosso,MT,5108600,vila-riquense,-10.0140703,-51.1190487,26037,7431.48,3.5
2419,Abaetetuba,Pará,PA,1500107,abaetetubense,-1.7222475,-48.8792245,157698,1610.65,97.9
2420,Abel Figueiredo,Pará,PA,1500131,abel-figueiredense,-4.9639035,-48.4387577,7434,614.13,12.1
2421,Acará,Pará,PA,1500206,acaraense,-2.0159736,-48.3190276,55591,4343.55,12.8
2422,Afuá,Pará,PA,1500305,afuaense,-0.1570993,-50.3926052,39218,8338.44,4.7
2423,Água Azul do Norte,Pará,PA,1500347,agua-azulense,-6.8034945,-50.4864586,27430,7113.96,3.9
2424,Alenquer,Pará,PA,1500404,alenquerense,-0.8667864,-54.9611836,56789,23645.45,2.4
2425,Almeirim,Pará,PA,1500503,almeiriense,-1.5239568,-52.5785846,34109,72954.8,0.5
2426,Altamira,Pará,PA,1500602,altamirense,-3.1986664,-52.2104006,114594,159533.33,0.7
2427,Anajás,Pará,PA,1500701,anajaense,-0.9856751,-49.9350118,29277,6913.64,4.2
2428,Ananindeua,Pará,PA,1500800,ananindeuense,-1.3642722,-48.374721,530598,190.45,2786.0
2429,Anapu,Pará,PA,1500859,anapuense,-3.4706345,-51.2010796,27890,11895.3,2.3
2430,Augusto Corrêa,Pará,PA,1500909,augusto-correense,-1.0220653,-46.6453897,45998,1085.84,42.4
2431,Aurora do Pará,Pará,PA,1500958,auroenses,-2.2322894,-47.6849007,31338,1811.84,17.3
2432,Aveiro,Pará,PA,1501006,aveirense,-3.5126215,-56.0249982,16388,17074.05,1.0
2433,Bagre,Pará,PA,1501105,bagrense,-2.3214391,-50.265662,30673,4397.32,7.0
2434,Baião,Pará,PA,1501204,baionense,-3.1718499,-49.7728757,47446,3759.83,12.6
2435,Bannach,Pará,PA,1501253,bannaquense,-7.4725393,-50.5964124,3286,2956.65,1.1
2436,Barcarena,Pará,PA,1501303,barcarenense,-1.5798321,-48.598804,124680,1310.34,95.2
2437,Belém,Pará,PA,1501402,belenense,-1.4557794,-48.4901968,1492745,1059.46,1409.0
2438,Belterra,Pará,PA,1501451,belterrense,-3.1365287,-55.0493375,17732,4398.42,4.0
2439,Benevides,Pará,PA,1501501,benevidense,-1.3524989,-48.2592606,62737,187.83,334.0
2440,Bom Jesus do Tocantins,Pará,PA,1501576,bom-jesuense,-5.0464273,-48.6020684,16981,2816.62,6.0
2441,Bonito,Pará,PA,1501600,bonitense,-1.3758453,-47.3315076,16286,586.74,27.8
2442,Bragança,Pará,PA,1501709,bragantino,-1.0616193,-46.7830109,127686,2098.14,60.9
2443,Brasil Novo,Pará,PA,1501725,brasil-novense,-3.3055233,-52.5392359,15086,6362.58,2.4
2444,Brejo Grande do Araguaia,Pará,PA,1501758,brejo-grandense,-5.6986017,-48.4106762,7380,1288.48,5.7
